way_id,highway,name,ref,lanes,maxspeed,oneway,bridge,tunnel,length_m
909818596,residential,부곡시장길,,,,,,,117.32
909818597,residential,부곡중앙남6길,,,,,,,44.72
909818598,tertiary,오봉로,,,,yes,,,509.87
909818599,residential,오봉산단1로,,,,,,,51.93
909818600,tertiary,오봉로,,,,yes,,,278.75
909818604,footway,,,,,,,,24.45
909818605,footway,,,,,,,,34.77
909818606,footway,,,,,,,,96.98
909818607,service,,,,,,,,17.37
910663741,tertiary,오전로,,,,,,,546.47
910663742,primary,경수대로,1,,,yes,,,237.68
910663743,tertiary,고산로,,,,no,,,20.19
910663747,tertiary,고산로,,,,no,,,399.79
910663748,primary,경수대로,1,,,yes,,,209.81
910663749,tertiary,오봉로,,,,,,,92.92
910663750,service,,,,,,,,35.9
910715494,path,,,,,,,,212.68
913835927,service,,,,,,,,78.44
913835930,footway,,,,,,,,93.57
913835931,footway,,,,,,,,24.98
913835932,footway,,,,,,,,26.67
913835933,footway,,,,,,,,38.3
913835934,footway,,,,,,,,36.6
913835935,steps,,,,,,,,13.61
913835937,footway,,,,,,,,201.95
913835938,footway,,,,,,,,12.92
913835940,footway,,,,,,,,43.29
913835941,footway,,,,,,,,12.67
913835942,pedestrian,,,,,,,,11.49
913835943,footway,,,,,,,,77.86
913835945,steps,,,,,,,,19.84
913835947,service,,,,,,,,17.29
913835949,footway,,,,,,,,43.46
913835950,footway,,,,,,,,171.91
913835951,footway,,,,,,,,11.67
913835952,footway,,,,,,,,11.31
913839885,footway,,,,,,,,9.71
913868827,service,,,,,,,yes,6.52
914076670,service,,,,,,,,31.51
914076671,pedestrian,,,,,,,,423.1
914299975,pedestrian,,,,,,,,208.13
914299976,pedestrian,,,,,,,,15.13
914299977,pedestrian,,,,,,,,12.81
914299978,pedestrian,,,,,,,,8.19
914299979,pedestrian,,,,,,,,204.29
914299987,pedestrian,,,,,,,,21.65
914299992,pedestrian,,,,,,,,69.43
914390202,steps,,,,,,,,17.02
914390206,footway,,,,,,,,25.59
914589084,footway,,,,,,,,6.09
915375618,footway,,,,,,,,24.78
915375619,footway,,,,,,yes,,8.78
915375620,footway,,,,,,,,6.95
916121937,service,,,,,yes,,,29.04
916121938,tertiary,문화예술로,,,50,,,,952.9
916121939,service,,,,,,,,19.57
916121940,service,,,,,,,,36.66
916121941,service,,,,,,,,3.87
923043378,track,,,,,,,,386.84
923043379,track,,,,,,,,119.91
923582669,path,,,,,,,,3.48
923582670,path,,,,,,yes,,3.53
923582671,footway,,,,,,,,13.36
923582672,footway,,,,,,yes,,8.84
923582676,footway,,,,,,,,6.88
923582677,footway,,,,,,yes,,8.53
923582678,footway,,,,,,,,43.43
923582679,footway,,,,,,yes,,9.99
929197039,tertiary,학현로,,,,,,,245.4
929197040,tertiary,,,,,,yes,,14.7
929197041,tertiary,학현로,,,,,,,436.37
929197042,tertiary,,,,,,yes,,12.64
929197046,tertiary,계원대학로,,2,,,,,119.48
929197047,residential,,,,,,,,39.93
929197048,residential,,,,,,,,468.22
929197049,tertiary,학현로,,,,,,,372.87
929197050,tertiary,학현터널,,,,,,yes,39.73
929197051,unclassified,,,,,,,,165.62
929197052,residential,새터말길,,,,,,,191.98
929197053,residential,,,,,,,,146.11
929197054,residential,새터말길,,,,,,,336.68
929197057,tertiary,포일로,,5,,,,,109.54
938232240,track,,,,,,,,483.47
938232241,track,,,,,,,,270.03
938310596,path,,,,,,,,98.57
944078916,footway,,,,,,,,36.58
944078917,service,,,,,,,,33.43
944078919,service,,,,,,,,65.01
944078920,footway,,,,,,,,99.36
947147016,service,,,,,,,,79.48
947147017,service,,,,,,,,103.81
947147018,service,,,,,,,,98.1
947147019,service,,,,,,,,133.09
947147024,steps,,,,,,,,19.07
947147025,footway,,,,,,yes,,45.39
947147026,steps,,,,,,,,17.0
947147028,construction,,,,,,,,170.35
947147029,residential,시청중심5로,,,,,,,176.17
947147030,tertiary,안골로,,,,,,,376.96
952508032,footway,,,,,,,,15.98
952831910,residential,부곡초등3길,,,,,,,165.52
954184391,tertiary,장안중앙로,,3,,,,,29.68
954186382,tertiary,장안중앙로,,3,,,,,94.68
954186493,tertiary,장안중앙로,,3,,,,,53.6
954187513,tertiary,장안로,,2,,,,,118.01
955971705,secondary,덕영대로,,,,yes,yes,,17.32
955971706,tertiary,덕영대로,,,,yes,,,531.86
955971707,tertiary,덕영대로,,,,yes,,,531.54
955971708,secondary,덕영대로,,,,yes,yes,,17.55
955971710,path,,,,,,,,98.14
955971711,service,,,,,,,,72.49
957009096,path,,,,,,,,140.69
957009098,path,,,,,,,,158.13
957009099,trunk,봉담과천로,309,,90,yes,,,239.82
957009100,trunk,봉담과천로,309,,90,yes,,yes,16.02
957009101,trunk,봉담과천로,309,,90,yes,,yes,15.84
957009102,trunk,봉담과천로,309,,90,yes,,,248.22
958770087,service,,,,,,,,7.74
958770088,service,,,,,,,,16.85
963511470,unclassified,경수대로391번길,,,,,,,165.81
963511471,unclassified,,,,,,,,122.26
963511472,tertiary_link,,,,,yes,,,74.04
963511473,tertiary_link,,,,,yes,,,100.93
963511474,tertiary_link,,,,,yes,,,72.83
963511478,tertiary,가구단지길,,,,,,,298.92
963511479,tertiary,포도원로,,,,,,,127.07
964815262,footway,,,,,,,,501.0
964815263,residential,,,,,,,,45.74
965501941,path,,,,,,,,533.36
965501942,path,,,,,,,,613.68
965501943,track,바라산숲길,,,,,,,3851.99
965501944,residential,백운중앙로,,,,,,,83.33
965501945,service,,,,,,,,20.65
965501946,service,,,,,,yes,,31.23
965501947,service,,,,,,,,11.57
965501948,footway,,,,,,,,39.04
965501949,footway,,,,,,,,56.13
965501950,footway,,,,,,,,59.8
965501951,footway,,,,,,,,42.27
965501953,footway,,,,,,,,39.21
965501954,footway,,,,,,,,48.48
965501955,path,,,,,,,,849.99
965501956,path,,,,,,,,1004.69
965501957,path,,,,,,,,715.55
965501958,footway,,,,,,,,26.1
965501959,footway,,,,,,,,54.43
965501960,footway,,,,,,,,58.46
965501961,footway,,,,,,,,97.87
965501962,footway,,,,,,,,70.11
965501963,footway,,,,,,,,60.08
965501964,footway,,,,,,,,754.99
965501965,footway,,,,,,,,756.7
965501967,pedestrian,,,,,,,,120.24
965501968,secondary_link,,,,,yes,,,23.66
965501969,secondary_link,,,,,yes,,,27.23
965501970,secondary_link,,,,,yes,,,28.25
965501971,residential,백운중앙로3길,,,,,,,150.9
965501972,residential,백운중앙로1길,,,,,,,109.28
965501975,residential,,,,,,,,94.82
965501976,residential,,,,,yes,,,59.06
965501977,service,,,,,,,,90.49
965501978,service,,,,,,yes,,40.92
965501979,service,,,,,,,,12.92
969459702,construction,,,,,,,,51.03
969459703,construction,,,,,,,,42.87
969459704,track,,,,,,,,82.51
969459705,residential,,,,,,,,45.27
969459706,service,,,,,,,,42.59
973519438,cycleway,청계천 자전거길,,,,,,,587.27
973519439,residential,옥박골동길,,,,,yes,,51.3
973519440,residential,옥박골동길,,,,,,,157.52
973519441,cycleway,청계천자전거길,,,,no,,,869.6
973519442,residential,옥박골동길,,,,,,,44.09
975226247,footway,,,,,,,,93.48
975226248,cycleway,학의천자전거길,,,,,,,51.1
982330968,residential,봇들4길,,,,,,,97.38
983745008,residential,,,,,,,,389.79
983745087,residential,가구단지길,,,,,,,75.35
983745088,service,,,,,,,,223.44
1002456405,secondary,학의터널,,2,,yes,,yes,360.25
1002456406,secondary,의일로,,2,,yes,,,84.41
1002456407,secondary,의일로,,2,,yes,,,189.75
1002456408,secondary,의일로,,2,,yes,,,169.5
1011392093,residential,청백리로,,,,,,,112.36
1011392701,footway,,,,,,,,17.22
1017096110,footway,,,,,,,,45.18
1017096111,residential,부곡중앙남3길,,,,,,,13.34
1017097029,service,,,,,,,,47.69
1017097030,service,,,,,,,,59.08
1023621463,footway,,,,,,,,43.28
1023621473,residential,부곡중앙남3길,,,,,,,15.84
1025713625,path,,,,,,,,131.11
1026024642,cycleway,왕곡천 자전거길,,,,,,,1128.35
1026024643,unclassified,,,,,,,,7.18
1026024644,path,,,,,,,,14.04
1026024645,steps,,,,,,,,9.38
1026024646,steps,,,,,,,,5.93
1026024647,path,,,,,,yes,,7.52
1026024648,path,,,,,,,,4.84
1026024649,track,,,,,,,,346.91
1026024650,track,,,,,,,,140.48
1026565957,footway,,,,,,,,993.8
1027314374,footway,,,,,,,,30.29
1027314375,footway,,,,,,,,31.5
1027314376,tertiary,왕곡로,,,,,,,68.48
1027314377,footway,,,,,,,,21.69
1027314378,footway,,,,,,yes,,16.88
1027314380,service,,,,,,,,129.69
1027314381,footway,,,,,,,,44.8
1027314382,residential,부곡시장1길,,,,,,,73.09
1027314385,path,,,,,,,,78.08
1027314386,path,,,,,,,,85.76
1027314387,path,,,,,,,,9.08
1027314388,path,,,,,,,,4.9
1027314389,path,,,,,,,,140.81
1027314390,path,,,,,,,,44.83
1027314391,path,,,,,,,,60.96
1027314392,path,,,,,,,,113.24
1027314393,path,,,,,,,,286.47
1027314394,path,,,,,,,,13.36
1027314395,path,,,,,,,,118.24
1027314396,path,,,,,,,,103.29
1027314397,path,,,,,,,,57.18
1028967577,path,,,,,,,,236.97
1028967578,path,,,,,,,,57.51
1028967579,path,,,,,,yes,,11.94
1028967580,path,,,,,,,,2.49
1028967581,path,,,,,,,,1.56
1028967582,path,,,,,,yes,,9.06
1028967583,path,,,,,,,,2.57
1028967584,path,,,,,,,,2.69
1028967585,path,,,,,,yes,,11.74
1028967586,path,,,,,,,,3.25
1028967587,path,,,,,,,,3.09
1028967588,path,,,,,,,,40.1
1028967589,path,,,,,,yes,,13.43
1028967590,path,,,,,,,,2.91
1028967591,path,,,,,,,,3.12
1028967592,path,,,,,,yes,,12.7
1028967593,path,,,,,,,,2.63
1028967594,path,,,,,,,,2.46
1028967595,service,,,,,,,,411.9
1028967598,path,,,,,,,,259.15
1028967599,residential,학현로,,,,,,,411.79
1028967600,service,,,,,,,,105.83
1028967601,service,,,,,,,,16.26
1028967602,service,,,,,,yes,,25.45
1028967603,path,,,,,,,,71.73
1028967604,path,,,,,,,,534.05
1028967605,track,,,,,,,,44.2
1028967606,track,,,,,,yes,,26.83
1028967607,path,,,,,,,,462.92
1028967608,path,,,,,,,,312.96
1028967609,path,,,,,,yes,,13.98
1028967610,path,,,,,,,,148.78
1028967611,path,,,,,,yes,,18.32
1028967612,service,오솔길,,,,,,,100.15
1028967613,service,오솔길,,,,,yes,,17.32
1028967614,service,,,,,,,,85.58
1028967615,service,,,,,,yes,,18.53
1028967616,path,,,,,,,,32.01
1028967617,service,,,,,,,,162.06
1028967618,service,,,,,no,,,51.54
1028967619,service,,,,,no,yes,,42.17
1028967620,service,,,,,,yes,,16.53
1033173849,residential,오봉산단1로,,,,yes,,,6.86
1033173850,residential,,,,,yes,yes,,16.4
1033173851,residential,오봉산단1로,,,,yes,,,5.8
1033173852,residential,,,,,yes,yes,,12.52
1033173854,residential,,,,,yes,yes,,12.28
1033173856,footway,,,,,,,,36.22
1033173857,footway,,,,,,,,56.32
1033173858,footway,,,,,,,,108.76
1033173859,footway,,,,,,,,75.7
1033173860,footway,,,,,,,,185.83
1033173861,steps,,,,,,,,20.22
1033173862,footway,,,,,,yes,,17.8
1033173863,footway,,,,,,,,43.46
1033173864,footway,,,,,,,,206.26
1052910961,service,,,,,,,,288.16
1052910963,path,,,,,,,,211.0
1052910964,path,,,,,,,,132.76
1052910965,path,,,,,,,,315.44
1052910966,path,,,,,,,,202.24
1052910967,path,,,,,,,,82.24
1052910968,service,,,,,yes,,,105.5
1052910970,path,,,,,,,,1035.74
1052910971,service,,,,,yes,,,41.99
1052910972,service,,,,,yes,,,58.4
1058915429,path,,,,,,,,45.62
1058915430,path,,,,,,,,111.83
1058915432,footway,,,,,,,,70.49
1093290312,living_street,,,,10,no,,,123.48
1093290313,living_street,,,,,,,,424.37
1093290314,living_street,,,,,,,,102.28
1093290315,living_street,,,,,,,,116.5
1106498882,residential,천왕골길,,,,,,,125.41
1108834679,steps,,,,,,,,101.97
1108834680,path,,,,,,,,856.6
1108834681,path,,,,,,,,293.37
1116689110,path,,,,,,,,1392.66
1116689111,steps,바라365희망계단,,,,,,,125.42
1120968621,path,,,,,,,,1144.02
1120968623,path,,,,,,,,167.12
1120968624,service,,,,,,,,46.4
1122108064,path,,,,,,,,2775.52
1122108065,path,,,,,,,,1541.62
1122831371,path,,,,,,,,84.68
1123264292,path,,,,,,,,539.19
1123264293,path,,,,,,,,1683.46
1123264294,path,,,,,,,,1484.25
1125559711,motorway_link,,,,,yes,,,44.52
1125559712,motorway_link,,,,,yes,,,63.24
1126477116,motorway_link,,,1,,yes,,,541.6
1126477117,service,,,,,,,,403.98
1126477118,motorway_link,,,,,yes,,,968.54
1126477119,motorway_link,,,,,yes,,,372.0
1126477120,motorway_link,,,,,yes,,,387.98
1126477121,motorway_link,,,,,yes,,yes,71.95
1126477122,motorway_link,,,,,yes,,,406.7
1126477123,service,,,,,,,,174.3
1126477124,service,,,,,,,yes,34.74
1126602599,motorway_link,,,,,yes,,,222.84
1126602600,motorway_link,,,,,yes,yes,,35.71
1135570821,path,,,,,,,,1121.63
1135570822,path,,,,,,,,1050.69
1135570824,path,,,,,,,,363.85
1135570825,path,,,,,,,,195.9
1135570826,path,,,,,,,,1200.81
1135570827,path,,,,,,,,984.55
1135570828,path,,,,,,,,136.73
1135570829,path,,,,,,,,316.71
1135570830,path,,,,,,,,1562.19
1135570831,path,,,,,,,,99.68
1135570833,path,,,,,,,,647.67
1135570834,path,,,,,,,,232.13
1135570835,pedestrian,,,,,,,,132.1
1135609170,path,,,,,,,,1050.83
1148729913,footway,,,,,,,,25.28
1155264063,service,,,,,,,,5.88
1155264064,service,,,,,,yes,,12.49
1155264065,service,,,,,,,,4.01
1155264066,service,,,,,,yes,,15.53
1155264067,service,,,,,,,,2.18
1156284328,tertiary,,,,,no,,,315.96
1156284329,motorway_link,,,1,,yes,,,55.29
1156284330,motorway_link,,,1,,yes,,,41.89
1156284331,tertiary_link,,,1,,yes,,,77.25
1156284332,tertiary_link,,,1,,yes,,,81.43
1184923370,path,,,,,,,,180.6
1184923373,unclassified,한남정맥,,,,,,,113.23
1184923374,path,한남정맥,,,,,,,180.26
1184923389,path,한남정맥,,,,,,,100.74
1184923392,path,한남정맥,,,,,,,9.82
1186451174,path,,,,,,,,418.08
1186451175,path,,,,,,yes,,29.22
1186451176,residential,,,,,,,,213.32
1187715965,service,통미마을길,,,,,yes,,13.8
1187715966,residential,,,,,,yes,,10.29
1187715967,residential,,,,,,,,37.22
1187715968,residential,솔고개길,,,,,yes,,18.32
1187715969,track,,,,,,yes,,14.98
1187715970,track,,,,,,,,143.75
1187715976,track,,,,,,,,230.2
1187715978,path,,,,,,,,1122.51
1187715993,path,,,,,,,,1182.66
1187715995,path,,,,,,,,1948.0
1187716001,path,한남정맥,,,,,,,913.64
1187716004,path,한남정맥,,,,,,,192.88
1187731097,path,한남정맥,,,,,,,324.11
1187796134,service,솔고개길,,,,,,,680.96
1194041204,residential,,,,,,,,348.81
1194041205,secondary,의일로,,6,,,,,82.45
1194041206,service,,,,,yes,,,292.18
1194041207,service,,,,,,,,56.45
1194041208,service,,,,,yes,,,318.33
1194779134,residential,,,,,,,,100.61
1194779135,secondary,의일로,,,,,,,24.36
1194779137,unclassified,,,,,,,,375.36
1194779138,service,,,,,,,,43.1
1194779139,service,,,,,,,,164.71
1194779140,service,,,,,,,,65.24
1194779141,service,,,,,,,,135.78
1194779142,service,,,,,,,,117.77
1194779143,service,,,,,,,,31.41
1194779144,service,,,,,,,,7.69
1194779145,service,,,,,,yes,,14.43
1194779146,service,학현로,,,,,,,159.02
1194779147,living_street,,,,,,,,134.03
1194779148,living_street,,,,,,,,55.83
1194779149,service,,,,,,,,106.42
1194779150,service,,,,,,,,35.69
1194779151,service,,,,,,,,38.31
1194779152,service,,,,,,,,48.61
1194779153,service,,,,,,,,28.12
1194779154,secondary_link,,,,,yes,,,52.74
1194779155,secondary,의일로,,7,,,,,32.65
1194779156,tertiary,학현로,,,,,,,50.62
1194779157,secondary_link,,,,,yes,,,46.2
1194779158,tertiary,학현로,,,,,,,386.88
1194779159,secondary,의일로,,,,,,,41.59
1194779160,secondary,의일로,,,,,,,21.36
1194779161,residential,학현로,,,,,,,242.16
1194779162,unclassified,,,,,,,,172.72
1194779163,secondary_link,,,,,yes,,,33.88
1194779164,tertiary,문화예술로,,,,yes,,,22.44
1194779165,secondary,백운로,,,,,,,32.6
1194779166,living_street,,,,,,,,92.2
1194779167,unclassified,,,,,,,,19.58
1194779168,unclassified,,,,,,yes,,13.77
1194779169,secondary,백운로,,,,,,,52.63
1194779170,secondary_link,,,,,yes,,,24.81
1194779171,tertiary,학의로,,,,no,,,42.92
1194779172,secondary,백운로,,,,,,,30.75
1194779173,secondary,백운로,,,,,yes,,23.62
1194779174,cycleway,,,,,yes,,,85.13
1194779175,footway,,,,,,,,19.03
1194779176,cycleway,,,,,,,,88.31
1194779177,cycleway,,,,,yes,,,92.28
1194779178,cycleway,,,,,,,,109.9
1194779179,cycleway,,,,,,,,36.21
1194779180,cycleway,,,,,,,,4.75
1194779183,service,,,,,,,,72.6
1194779184,service,,,,,,,,40.01
1194779185,unclassified,,,,,yes,,,16.35
1194779186,unclassified,,,,,no,,,13.79
1194779187,footway,,,,,,yes,,34.01
1194779188,residential,,,,,,,,138.8
1194779189,service,,,,,,,,107.94
1194779190,service,,,,,,,,100.85
1194779191,residential,벌모루길,,,,,,,963.28
1194779193,service,,,,,,,,168.13
1194779194,service,,,,,,,,115.49
1194779195,residential,,,,,,,,614.16
1194779196,living_street,,,,,,,,289.25
1194779197,service,,,,,,,,162.82
1194779198,service,,,,,,,,536.35
1194779199,service,,,,,,,,279.37
1194779200,service,,,,,,,,364.98
1194779201,service,,,,,,,,1071.68
1194779202,service,,,,,,,,187.69
1194779203,service,,,,,,,,109.66
1194779204,service,,,,,,,,117.87
1194779205,service,,,,,,,,117.84
1194779206,service,,,,,,,,117.86
1194779207,service,,,,,,,,536.68
1194779208,service,,,,,,,,142.09
1194779209,living_street,,,,,,,,55.11
1194779210,living_street,,,,,,,,110.87
1194779211,living_street,,,,,,,,207.63
1194779212,living_street,,,,,,,,141.07
1194779213,living_street,,,,,,,,34.2
1194779214,living_street,,,,,,,,93.43
1194779215,living_street,,,,,,,,244.63
1194779216,service,,,,,,,,60.05
1194779217,service,,,,,,,,112.23
1194779218,service,,,,,,,,408.43
1202860774,tertiary,청계로,,,,,,,624.99
1202860775,tertiary,청계로,,,,,,,65.72
1202860776,cycleway,,,,,,yes,,28.11
1202860777,cycleway,,,,,,yes,,28.85
1202860778,cycleway,청계천자전거3길,,,,,,,604.26
1202860779,service,,,,,,,,17.76
1202860780,service,,,,,,yes,,20.03
1207910406,residential,도룡마을길,,,,,,,23.13
1211183376,service,,,,,,,yes,40.26
1211183377,service,,,,,,,,249.31
1211183378,service,,,,,,,,335.77
1212265704,primary_link,,,,,yes,,,75.6
1212265705,primary_link,,,,,yes,,,79.56
1212265706,primary_link,,,,,yes,,,83.39
1212265707,primary_link,,,,,yes,,,74.27
1212265708,service,,,,,,,,143.36
1212265709,service,,,,,,,,139.91
1212265710,service,,,,,,,,483.62
1212265711,service,,,,,,,,138.35
1212265712,service,,,,,,,,53.59
1212265713,tertiary,성고개로,,,,yes,,,470.98
1212265714,tertiary,성고개로,,,,,,,134.17
1212265715,service,,,,,,,,306.03
1212265716,service,,,,,,,,165.92
1212265717,service,,,,,,,,23.83
1212265718,service,,,,,,,,41.49
1212265719,service,,,,,,,,285.02
1212265720,footway,,,,,,,,401.52
1212265721,tertiary_link,,,,,yes,,,42.98
1212265722,unclassified,고천공업로,Gocheongongeop-ro,,,yes,,,78.91
1212265724,unclassified,,,,,yes,,,25.72
1212265725,tertiary_link,,,,,yes,,,80.39
1212265726,residential,,,,,yes,,,40.43
1219935229,living_street,,,1,,,,,128.63
1219935230,living_street,,,1,,,,,22.05
1219935231,living_street,,,1,,,,,129.42
1219935232,living_street,,,1,,,,,56.41
1219935233,living_street,,,1,,,,,52.09
1219935234,living_street,,,1,,,,,148.8
1219935235,living_street,,,1,,,,,28.35
1219936015,living_street,,,1,,,,,132.74
1219936016,living_street,,,1,,,,,94.73
1219936017,living_street,,,1,,,,,33.42
1219936018,living_street,,,1,,,,,94.06
1220188606,footway,,,,,,yes,,43.09
1220188607,footway,,,,,,yes,,13.68
1220188608,footway,,,,,,yes,,12.52
1224608699,trunk,봉담과천로,309,,90,yes,,,135.03
1224608700,trunk,봉담과천로,309,,90,yes,,,310.17
1224608701,primary,경수대로,1,,70,yes,,,302.38
1225329741,service,,,,,,,,260.74
1225329742,service,,,,,,,yes,69.03
1225329743,path,,,,,,,,579.46
1226129352,steps,,,,,,,,18.97
1228546876,unclassified,,,,,,yes,,29.88
1228546877,unclassified,,,,,,,,297.33
1228546878,unclassified,,,,,,yes,,13.6
1228546879,path,,,,,,yes,,12.59
1228546880,footway,,,,,,,,69.96
1228546881,path,,,,,,yes,,34.4
1228546882,footway,,,,,,,,104.17
1228546883,path,,,,,,yes,,11.99
1228546884,footway,,,,,,,,159.45
1228546891,path,,,,,,boardwalk,,31.18
1228546892,path,,,,,,,,38.2
1228546893,path,,,,,,,,70.11
1228546894,path,,,,,,yes,,14.39
1228546895,path,,,,,,yes,,8.95
1228546896,path,,,,,,,,314.64
1228546897,track,,,,,,,,463.78
1228546898,track,,,,,,,,1154.14
1228546899,steps,,,,,,,,36.85
1228546900,track,,,,,,,,17.05
1228546901,path,,,,,,,,343.46
1228546902,track,,,,,,,,90.42
1228546903,path,,,,,,boardwalk,,480.64
1228546904,path,,,,,,,,220.78
1230236668,path,,,,,,,,35.75
1230236671,service,백운로,,,,,,,106.23
1230236672,path,,,,,,,,664.76
1230236673,footway,,,,,,boardwalk,,15.07
1230236674,footway,,,,,,,,167.44
1230236675,footway,,,,,,boardwalk,,50.72
1230236676,footway,,,,,,boardwalk,,149.65
1230236677,footway,,,,,,boardwalk,,80.56
1230236678,path,,,,,,,,419.26
1230236679,service,,,,,,,,64.89
1230236680,service,,,,,,,,151.27
1230236681,path,,,,,,,,533.52
1230236682,service,,,,,,,yes,84.83
1230236683,service,,,,,,,,43.98
1230236684,service,,,,,,,,113.88
1230236685,path,,,,,,,,376.8
1230236686,path,,,,,,,,160.64
1230236687,path,,,,,,,,213.06
1231690969,living_street,,,,,,,,32.54
1231690973,living_street,,,,,,,,49.27
1231691004,track,,,,,,,,44.56
1231691009,track,백운로,,,,,,,212.03
1231691010,track,백운로,,,,,,,48.75
1231691011,track,백운로,,,,,yes,,9.41
1231691012,path,,,,,,,,202.85
1231691013,residential,사나골길,,1,,,,,14.24
1231691014,residential,사나골길,,1,,,yes,,15.54
1231691015,tertiary,백운로,,2,30,,,,44.59
1231691016,tertiary,백운로,,2,30,,yes,,14.86
1231696379,track,백운로,,,,,,,144.42
1231696380,track,백운로,,,,,,,20.21
1231696381,track,백운로,,,,,yes,,9.0
1231696383,service,백운로,,,,,,,107.02
1231696384,service,,,,,,,,69.54
1231698996,track,,,,,,,,229.37
1233831362,service,,,,,,,,362.65
1233831363,service,,,,,,,,285.39
1235185551,motorway_link,,,,,yes,,,162.3
1235185552,primary,경수대로,1,,70,yes,,,222.04
1235185553,trunk,봉담과천로,309,,90,yes,,,318.63
1235185554,trunk,봉담과천로,309,,90,yes,,,5.85
1235185555,trunk,봉담과천로,309,,90,yes,,,168.01
1237128094,footway,백운호수둘레길,,,,,,,234.77
1237128095,footway,백운호수둘레길,,,,,yes,,2353.42
1243964515,tertiary_link,,,,,yes,,,112.34
1248776661,steps,,,,,,,,27.43
1248776662,footway,,,,,,,,207.59
1248776663,footway,,,,,,,,272.93
1248776664,footway,,,,,,,,48.36
1248776665,footway,,,,,,,,80.89
1248776667,footway,,,,,,,,8.54
1248776668,footway,,,,,,yes,,29.28
1248776669,footway,,,,,,,,27.87
1248776670,footway,,,,,,,,60.57
1250630370,motorway,,,,,,,,491.55
1252183163,residential,광진말로,,,,,,,298.65
1279615347,service,,,,,,,,255.58
1279615348,service,,,,,,,,213.94
1279615349,service,,,,,,,,107.58
1279615350,service,,,,,,,,86.43
1282330460,service,,,,,,,,278.12
1282330462,service,,,,,,,,84.68
1282330465,service,,,,,,,,429.34
1282330468,path,,,,,,,,487.98
1282330469,path,,,,,,,,10.77
1282330470,path,,,,,,,,325.31
1282330471,service,,,,,,,,895.48
1282330472,path,,,,,,,,87.41
1282330473,service,,,,,,,,182.78
1282330474,path,,,,,,,,1061.98
1282330475,service,,,,,,,,96.91
1282663021,path,,,,,,,,188.51
1289245189,track,,,,,,,,23.42
1289245190,track,,,,,,yes,,6.47
1289245193,track,,,,,,,,205.59
1289245194,track,,,,,,yes,,7.49
1289245195,track,,,,,,,,208.59
1289245196,track,,,,,,yes,,7.95
1289245197,track,,,,,,,,20.97
1289245198,track,,,,,,,,1.5
1289245199,track,,,,,,,,59.76
1289245200,track,,,,,,,,104.89
1293477860,residential,,,,,,,,60.19
1293481607,unclassified,,,,,,,,167.45
1293481608,unclassified,,,,,,,,97.98
1293952718,service,고래들길,,,,,,,98.85
1296763527,service,,,,,,,,10.97
1296763528,service,,,,,,,,126.59
1296763529,service,,,,,,,,127.0
1296763530,service,,,,,,,,5.36
1296763531,service,,,,,,,,16.64
1296763532,service,,,,,,,,4.55
1296763533,service,,,,,,,,16.4
1296763534,service,,,,,,,,4.52
1296763535,service,,,,,,,,16.26
1296763536,service,,,,,,,,4.5
1296763537,service,,,,,,,,17.45
1296763538,service,,,,,,,,153.33
1296763539,service,,,,,,,,97.11
1296763540,service,,,,,,,,39.74
1296763541,service,,,,,,,,273.71
1303082467,residential,,,,,,,,117.4
1303082468,service,,,,,,,,759.1
1310803644,service,,,,,,,,101.43
1310803645,service,,,,,,,,114.06
1310803646,service,,,,,,,,126.35
1310803647,service,,,,,,,,56.86
1310803648,service,,,,,,,,41.86
1310803649,service,,,,,,,,108.97
1311070438,service,,,,,,,,69.87
1311070440,service,,,,,,,,42.04
1311070441,service,,,,,,,,13.56
1311070445,service,,,,,,,,69.24
1311070446,service,,,,,no,,,141.07
1311070447,service,,,,,,,,119.43
1311070448,service,,,,,no,,,75.18
1311070449,service,,,,,no,,,44.46
1311070450,service,,,,,no,,,64.33
1311070456,service,,,,,,,,66.96
1311070457,service,,,,,,,,52.84
1311070458,service,,,,,no,,,71.47
1311070460,service,,,,,,,,60.29
1311070461,service,,,,,,,,29.9
1311452158,service,,,,,,,,48.94
1311452160,service,,,,,,,,113.38
1311452166,service,,,,,,,,69.01
1311682970,residential,시청중심로,,,,,,,146.69
1311682971,residential,시청중심4로,,,,,,,95.93
1311682972,construction,시청중심4로,,,,,,,105.14
1311682973,construction,시청중심로,,,,,,,101.04
1313512721,service,,,,,,,,67.01
1313512722,service,,,,,,,,27.17
1313512723,service,,,,,,,,74.66
1313512724,service,,,,,,,,74.78
1313512725,service,,,,,,,,78.67
1313512729,service,,,,,,,,61.44
1313783487,motorway,제2경인고속도로,110,3,100,yes,,,225.04
1313783489,motorway,제2경인고속도로,110,3,100,yes,,,96.31
1313797538,trunk,봉담과천로,309,,90,yes,,,159.74
1336760807,primary,,,,,,,,22.48
1346983978,secondary_link,,,,,yes,yes,,16.68
1360032103,tertiary,과천대로8길,,,,no,,,578.32
1360224295,service,,,,,,,,25.99
1377694854,path,,,,,,,,31.11
1377694855,path,,,,,,,yes,51.05
1377694856,path,,,,,,,,817.56
1377694857,path,,,,,,,,454.52
1377694859,service,,,,,,,,65.68
1377694861,path,,,,,,,,246.68
1383712541,steps,,,,,,,,37.43
1383712542,path,,,,,,,,179.14
1383712543,steps,,,,,,,,33.58
1384301595,service,,,,,yes,,,131.07
